Technologie,itération,Capacité,zipf_parameter,Nombre de Fogs, Hit rate, Ratio OriginUser,Latence_P50,Latence_P90,Latence_P99
LRU,1000000,300000000,0.1,3,0.09568535718654617,89.69505367582721,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,3,0.10054716098804704,89.19954011836253,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,3,0.12420076344983896,85.94768427927947,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,3,0.12640340342134668,85.89757347995979,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,3,0.12377172133469717,86.05884171601892,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,3,0.1219665508797226,86.36135872925183,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,4,0.07518721236564715,92.01001349741149,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,4,0.06842155250707871,92.6922617369957,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,4,0.07869044364950144,91.49733384216778,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,4,0.07009973575807184,92.51084369499364,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,4,0.06668935716822541,92.60763755277624,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,4,0.07284909134434932,92.03986036863321,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,4,0.06683711818563827,92.73206046574826,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,4,0.06473774137476644,92.9394157519286,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,4,0.07040489566732255,92.33195483320415,284.0040000000008,284.00400000001537,284.00400000001537
